MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Pressure,Temp,CloudCover,Evaporation,Sunshine,WindSpeed_9am,WindSpeed_3pm,Humidity_9am,Humidity_3pm,Pressure_9am,Pressure_3pm,RainToday
24.1,36.1,SSW,22.1,92.3,988.5,8.7,70.8,4.5,10.2,8.6,27.8,78.7,44.9,1002.8,989.8,Yes
21.7,31.8,ESE,15.2,35.9,984.3,17.3,65.3,11.5,11.0,31.3,35.3,70.6,39.3,1028.4,1008.6,Yes
11.6,24.9,NW,78.8,61.9,1001.7,29.9,10.8,14.4,9.8,15.3,36.6,50.8,51.4,1005.0,1013.3,No
13.4,41.7,S,83.4,99.0,1016.6,5.8,33.2,4.5,12.4,0.9,28.3,78.2,25.6,1028.9,1002.8,No
3.1,35.5,N,12.6,88.4,1001.0,10.7,34.4,14.4,8.3,17.4,31.4,14.6,54.5,1002.9,1006.4,Yes
20.5,32.4,WNW,63.9,18.2,987.2,6.7,95.3,11.6,3.7,27.8,6.3,66.8,65.7,1010.8,999.7,Yes
-1.9,36.6,NNW,61.2,34.9,995.6,18.4,86.1,10.3,7.4,0.1,41.0,45.4,66.1,1018.7,1017.6,Yes
16.1,50.5,E,98.8,78.3,1024.7,17.9,93.4,12.3,4.6,37.9,37.7,29.5,80.4,1014.3,1001.5,Yes
11.4,23.5,SW,27.1,58.7,1015.7,18.1,21.0,14.7,13.3,34.7,3.8,56.1,89.9,1005.3,1004.1,No
4.1,38.0,S,57.8,69.5,987.9,5.2,31.8,5.4,13.0,7.5,4.9,77.0,44.1,999.6,992.8,Yes
4.4,22.4,WNW,74.2,50.5,995.9,14.1,41.2,1.3,11.6,21.5,17.7,99.3,91.7,1011.3,1018.4,No
-0.8,24.2,WSW,71.3,75.1,1021.3,16.8,47.6,4.8,12.9,39.3,32.3,61.3,84.0,1009.9,1019.0,No
23.2,49.0,S,97.0,94.1,1028.4,11.8,83.3,1.1,0.7,44.1,44.6,22.6,47.9,1025.8,992.8,Yes
17.8,25.2,E,36.6,26.9,1005.4,34.2,45.7,9.8,3.6,14.3,24.7,74.3,27.4,984.9,1019.0,No
-3.6,33.9,N,76.2,95.6,1006.7,29.6,31.7,3.6,3.6,3.2,22.8,25.5,90.3,995.5,983.9,Yes
-2.8,39.7,SE,87.6,22.5,984.4,33.7,3.4,5.1,10.4,25.1,49.8,80.8,24.8,1014.2,1002.3,No
21.6,42.7,E,29.2,28.8,1015.8,29.5,84.2,8.2,3.1,36.4,44.5,14.9,95.6,1023.3,1000.7,No
8.1,53.2,N,86.6,42.9,990.1,23.7,26.0,9.6,4.9,15.7,13.6,92.4,80.4,990.5,983.8,No
5.7,48.9,NNW,34.0,25.6,989.9,22.7,77.6,1.0,12.7,36.7,49.6,71.2,62.6,1014.6,1014.2,Yes
7.9,15.1,W,74.7,47.0,981.7,27.4,68.0,0.6,11.1,16.0,32.2,59.0,76.9,1003.9,996.9,Yes
6.0,25.3,SSW,62.4,83.5,993.8,30.7,10.7,2.5,10.6,38.5,44.2,96.3,70.4,1001.3,983.1,No
19.6,46.9,W,94.7,86.2,1020.7,14.6,52.7,5.1,5.8,13.5,45.2,16.0,47.3,1020.2,1013.7,No
14.0,33.0,ENE,96.6,37.7,1029.2,16.6,71.0,1.1,1.2,9.4,0.6,25.2,64.4,1017.4,991.1,No
21.3,46.2,E,96.1,76.2,1017.0,7.2,82.6,6.3,6.6,42.6,44.2,42.2,20.8,1029.1,1001.3,Yes
-1.1,36.1,N,77.1,42.3,1001.1,29.2,1.1,11.7,9.6,30.3,21.5,23.3,72.7,1029.9,1001.0,No
18.4,53.9,NE,95.4,20.3,1020.7,10.5,9.3,7.4,8.1,27.4,33.7,11.3,96.0,995.7,1009.3,No
4.9,22.6,WNW,34.0,77.9,998.6,34.0,64.9,2.3,6.2,27.1,33.0,38.2,40.9,1026.8,1005.7,Yes
0.6,40.2,SE,52.5,98.0,1006.4,7.3,59.9,8.4,9.7,35.7,28.4,34.8,98.5,1000.4,1015.1,Yes
23.7,44.8,WNW,37.1,70.1,1011.7,14.7,88.4,13.8,1.2,4.2,7.0,77.4,89.3,1016.0,987.9,Yes
-2.2,19.2,N,28.0,56.4,1012.8,23.1,16.2,9.1,10.2,41.0,27.6,38.2,38.0,999.9,1016.9,No
17.0,37.6,SSE,31.7,97.2,1010.8,8.9,23.1,10.1,7.8,37.4,42.3,89.3,19.6,1005.4,982.0,No
-2.0,17.7,E,21.9,80.9,1018.8,32.2,13.8,0.5,12.4,29.6,43.1,98.8,74.7,1007.3,1013.8,No
12.9,41.4,WSW,65.5,51.1,998.7,11.2,76.7,4.2,0.5,9.6,2.7,12.1,69.7,994.5,1014.9,Yes
-3.0,27.6,N,31.0,11.8,991.4,7.8,16.2,2.7,4.9,0.3,22.0,11.0,90.0,1008.4,1019.0,No
24.6,33.1,WSW,29.7,64.7,1011.0,8.7,28.5,14.5,13.5,2.2,10.1,45.4,74.8,993.3,1029.2,No
-3.5,20.8,NE,21.6,50.2,1028.4,28.8,52.1,7.7,13.7,24.8,4.4,29.5,26.6,985.2,985.0,No
18.7,51.7,WNW,48.7,66.6,1007.1,14.8,10.4,7.6,0.5,11.0,22.5,76.8,36.8,1008.0,983.1,No
23.6,27.4,N,86.8,52.1,1007.8,27.7,10.8,11.8,8.0,15.4,21.8,43.1,54.7,1019.0,1016.0,No
9.0,19.0,SE,92.1,33.6,1001.8,20.5,69.9,9.1,12.1,10.5,10.7,14.6,36.0,1011.0,1015.5,No
19.9,29.6,ENE,89.2,46.2,986.1,23.0,52.5,10.0,10.7,16.3,23.3,35.8,36.2,999.2,1011.7,Yes
17.6,48.7,SSW,49.9,60.8,1011.7,6.9,32.6,8.6,3.9,35.2,29.8,11.1,16.6,1026.9,983.3,No
11.1,47.4,W,12.8,63.3,1004.2,19.5,30.9,3.8,1.2,12.7,24.9,69.3,12.3,1015.3,1001.0,No
9.2,22.7,S,81.0,87.2,1014.1,26.0,57.4,9.3,13.8,12.0,21.2,55.2,15.1,1030.0,1008.6,Yes
8.3,48.8,W,59.9,81.8,1009.7,26.9,87.3,12.5,3.7,20.5,33.2,73.6,53.9,983.9,1028.1,Yes
19.7,30.4,W,70.2,84.7,987.3,9.8,58.9,0.1,7.4,8.9,47.0,87.9,50.1,1014.8,981.4,Yes
23.4,36.7,NNW,80.7,68.3,1016.6,24.9,17.7,13.6,13.1,36.0,33.0,98.1,65.1,1015.7,1004.8,No
15.4,19.8,SSE,53.9,86.7,987.2,11.6,44.5,7.3,9.9,38.2,24.0,24.2,11.1,997.6,1002.4,Yes
14.6,41.5,SW,81.1,87.0,1027.9,27.4,33.6,13.5,13.1,19.6,16.9,22.1,91.2,994.4,1019.8,No
14.1,29.3,SSE,74.1,50.5,991.1,34.7,14.9,4.5,5.1,12.0,40.0,37.4,17.2,998.6,1014.8,No
2.7,32.4,WNW,26.9,42.6,1027.1,6.1,34.9,8.3,13.0,42.1,14.7,73.8,28.9,1002.6,988.4,No
16.7,23.3,SW,80.8,35.1,1005.5,25.6,42.1,2.2,10.7,2.8,18.6,70.0,37.3,1008.1,1013.9,No
1.4,39.3,ENE,19.0,40.2,1018.7,31.0,82.2,7.6,3.4,35.3,27.4,42.9,75.3,1029.5,1026.1,No
9.9,38.2,NNW,88.7,58.8,993.5,29.6,81.8,0.5,7.1,28.8,43.8,89.0,77.5,995.5,982.7,Yes
20.2,41.9,SW,87.4,60.1,1010.1,7.1,53.9,2.3,1.5,19.2,6.0,57.3,25.6,994.5,1013.7,No
19.8,23.4,WNW,99.8,57.4,1008.1,17.7,98.9,4.0,12.3,22.7,21.3,26.7,95.5,996.8,1026.2,Yes
9.3,50.8,SSW,45.7,96.8,1025.7,18.6,8.6,10.8,9.2,2.1,9.6,50.9,71.8,984.6,1014.4,No
11.4,17.4,SW,95.1,73.6,1000.6,7.0,72.5,10.5,0.7,33.1,48.4,34.4,90.0,1004.1,1008.6,Yes
6.8,28.9,NNW,70.8,38.5,1009.4,33.4,47.5,6.2,13.3,27.7,44.7,15.5,64.5,1003.6,984.4,No
8.1,49.7,NE,59.2,93.9,1019.2,22.3,26.5,8.9,5.5,44.7,33.3,95.7,93.9,1009.9,983.1,No
-3.9,26.0,WNW,57.8,56.4,992.1,15.7,2.8,7.6,5.8,20.4,19.5,24.5,86.8,1013.8,1005.5,No
0.3,48.7,N,72.3,56.9,1006.9,31.3,60.3,14.9,0.8,30.2,38.8,21.2,94.2,1008.1,1020.0,No
7.3,43.7,SE,15.7,65.7,980.2,29.5,9.8,10.1,13.2,47.5,44.2,22.5,91.7,1001.1,1027.2,Yes
2.5,40.5,WSW,62.7,34.3,989.3,18.7,63.9,8.6,0.2,32.9,26.0,51.2,94.4,1029.0,987.9,Yes
11.1,14.0,E,76.0,70.9,984.4,12.5,14.7,0.1,5.0,9.2,20.7,36.8,46.4,1016.5,997.3,Yes
11.2,32.9,SSW,45.9,70.7,984.2,19.8,80.0,4.8,11.4,7.5,27.3,55.8,22.0,1023.7,993.4,Yes
16.6,37.4,S,16.4,69.4,1018.4,6.4,67.3,14.7,10.9,14.0,4.9,64.7,28.0,999.7,988.8,No
24.5,37.1,ESE,55.3,64.8,1002.8,28.0,71.0,1.8,2.7,9.3,16.2,58.7,26.6,1021.0,1003.9,Yes
10.2,31.9,ENE,23.9,16.8,1000.4,30.4,37.5,13.1,7.9,16.4,41.4,75.3,85.1,1023.2,984.0,No
20.6,46.9,W,47.4,53.6,980.8,6.1,51.2,13.5,5.8,28.9,11.5,75.7,65.1,1025.0,1012.8,Yes
15.7,38.3,W,21.0,66.6,1011.8,31.0,10.9,8.4,4.7,16.2,39.9,85.3,18.8,987.8,997.1,No
-3.3,25.5,W,20.7,65.0,985.8,25.2,54.0,11.5,4.7,31.2,1.4,92.4,80.6,1007.3,1013.2,Yes
2.1,17.3,N,90.9,99.3,1027.2,9.0,83.0,14.6,13.6,47.9,0.3,76.4,81.6,1009.6,993.7,Yes
18.9,36.7,NNW,61.9,52.3,991.1,18.5,72.2,5.9,0.3,22.1,32.7,13.8,10.7,1000.2,1012.3,Yes
6.2,25.0,WNW,70.0,87.3,986.6,22.6,87.1,14.8,5.3,25.8,48.8,89.2,41.1,984.4,980.7,Yes
6.9,37.9,SW,98.5,47.4,1021.9,11.5,87.4,8.4,13.0,23.8,44.2,10.1,33.6,1018.4,1029.9,No
13.4,50.3,WNW,86.4,38.8,1003.1,18.4,62.8,14.6,1.2,49.7,26.8,10.9,99.5,998.5,1009.1,No
21.9,28.6,W,54.3,30.2,1018.2,6.2,30.5,8.5,1.7,42.9,35.8,60.7,19.9,999.8,986.4,No
0.3,51.5,WSW,48.5,45.5,1027.7,28.5,7.6,14.9,3.1,29.8,49.8,52.3,79.7,1016.3,999.6,No
15.4,26.2,S,87.0,87.8,1001.6,7.3,30.3,12.1,1.2,23.5,29.4,79.9,90.5,1009.3,989.6,Yes
5.4,50.8,SW,15.3,92.9,1008.2,31.7,11.9,7.8,8.8,32.8,32.3,84.5,78.1,1024.0,989.7,No
18.6,37.1,S,75.4,56.1,1011.5,33.1,46.6,9.0,2.8,25.2,41.7,83.3,75.5,1006.0,994.8,No
-3.3,31.3,S,56.5,57.9,1006.8,9.8,59.4,0.3,2.0,12.1,32.5,54.0,28.0,984.7,988.0,No
17.4,29.1,SE,11.9,99.4,981.6,26.1,33.6,2.6,2.2,18.7,42.5,32.9,36.7,1023.2,1000.8,Yes
3.2,46.7,SW,98.9,99.6,1000.5,31.8,41.8,6.4,1.6,9.8,23.0,22.3,15.7,1010.5,992.4,Yes
24.6,33.1,W,29.6,18.3,1006.5,20.2,66.9,10.6,1.1,0.6,13.0,48.0,50.2,984.0,994.9,No
3.3,38.7,SW,66.8,77.0,1019.7,33.4,65.2,10.9,4.5,2.1,2.8,95.6,13.5,1018.2,982.6,No
23.0,30.6,NW,31.9,94.2,1029.6,22.1,57.6,12.9,9.1,44.6,27.7,65.8,82.3,1013.7,1023.9,No
3.2,41.2,NE,60.4,80.9,981.2,32.1,98.1,11.6,2.4,8.1,10.3,82.9,35.1,1007.8,996.2,Yes
-3.4,33.8,ENE,16.0,98.0,994.2,31.1,77.8,5.0,0.6,7.7,15.4,62.0,86.7,988.0,984.8,Yes
9.3,29.1,WNW,64.9,50.4,1022.4,6.0,40.0,5.1,0.3,14.3,15.3,37.8,84.8,1008.7,1017.9,No
19.6,41.0,SE,46.6,26.0,995.9,22.0,93.1,10.9,4.7,0.9,22.5,67.1,25.6,996.3,1009.8,Yes
-2.0,40.2,W,12.6,46.6,1025.4,9.3,31.2,1.3,11.0,13.2,29.5,73.8,71.7,991.0,1005.3,No
-4.4,50.4,SW,29.7,88.7,1016.9,17.2,87.9,11.7,1.3,28.3,17.3,90.2,46.9,1012.5,1012.6,Yes
13.7,44.2,WNW,70.1,34.9,1023.3,29.5,78.7,6.3,7.5,7.6,33.5,83.8,96.0,983.7,1016.3,No
16.7,33.5,ESE,88.8,45.7,1008.4,30.6,88.8,10.4,8.9,26.4,17.2,81.5,40.4,988.9,986.0,Yes
10.3,37.2,SE,69.7,26.3,1026.3,9.3,17.6,14.2,12.5,29.9,23.9,90.3,66.6,1005.4,1008.5,No
10.1,34.8,NE,46.2,54.2,1017.4,11.9,22.0,9.1,3.8,38.1,5.8,75.7,14.9,988.4,982.8,No
19.5,31.0,NNE,94.2,51.8,1016.4,17.4,58.7,8.3,1.3,46.8,41.8,35.2,26.6,997.9,990.4,No
6.9,36.4,S,70.8,35.6,995.5,23.9,7.4,13.0,12.1,30.1,18.9,21.2,48.2,999.5,993.7,No
0.6,33.1,SSE,96.1,59.3,987.6,12.7,33.6,2.4,14.0,32.0,10.3,91.7,65.9,1006.0,1027.3,Yes
23.2,27.0,SE,55.9,70.3,1003.8,25.5,15.0,7.8,11.1,17.8,40.6,41.3,19.5,990.9,1014.6,No
24.4,45.4,NW,36.3,46.7,1016.1,21.5,94.5,1.3,13.7,13.3,30.1,11.2,20.7,989.7,1018.8,No
3.8,50.2,NE,24.1,63.4,996.1,12.8,87.4,13.3,10.3,39.3,0.1,41.0,64.6,1000.1,1027.9,Yes
23.9,33.2,N,22.1,86.7,984.7,11.4,45.3,13.9,2.6,11.1,43.6,88.3,31.2,981.3,1017.5,Yes
7.3,41.3,SE,71.0,74.0,1001.9,14.1,40.6,8.0,3.8,43.7,43.7,37.7,84.6,997.7,1001.0,No
6.3,38.1,WSW,33.9,28.5,980.1,34.1,84.2,7.3,3.0,44.6,25.8,87.6,89.4,1012.1,999.8,Yes
-3.7,44.3,NNE,57.5,38.9,981.6,9.1,88.3,6.1,2.5,40.8,16.4,52.6,64.1,1011.6,1014.8,Yes
9.7,44.5,N,72.5,98.6,1026.9,34.8,0.1,8.3,2.7,45.6,36.6,80.7,49.7,998.0,989.2,No
-4.7,14.5,NW,73.4,97.1,1006.2,9.2,5.0,1.5,3.8,27.8,5.7,15.2,41.0,988.3,998.2,No
15.7,18.1,N,36.4,82.3,992.5,6.6,48.3,5.4,11.2,9.0,16.7,75.1,60.3,993.0,1025.7,Yes
21.4,26.5,ESE,50.5,51.9,1020.8,21.0,56.6,7.8,7.4,42.0,25.7,89.3,80.6,1025.6,993.3,No
2.0,47.8,ESE,76.9,99.8,1001.5,16.5,96.8,14.8,3.7,13.5,32.0,64.2,87.0,1014.7,1000.8,Yes
20.0,32.2,S,27.0,69.6,990.9,20.0,81.6,14.6,3.2,45.4,23.3,98.6,95.2,984.9,997.8,Yes
0.0,18.4,NE,59.2,27.9,1001.3,12.3,57.6,12.5,7.3,35.6,34.5,66.6,11.9,997.6,993.6,No
18.0,47.1,SE,93.4,66.6,1008.4,8.0,68.7,14.9,6.0,22.5,0.4,81.6,45.2,998.8,1003.7,Yes
21.5,27.2,WNW,24.6,77.6,1000.1,22.9,12.0,4.1,8.2,17.4,38.6,99.3,70.9,993.3,1016.8,No
6.5,46.1,W,41.0,32.9,1006.4,11.7,93.2,8.4,3.8,9.6,37.6,37.5,35.5,1010.1,1029.8,Yes
8.6,21.9,NNW,41.2,99.7,1012.4,32.9,74.9,9.7,11.8,29.0,10.9,77.6,44.1,982.9,1014.3,Yes
16.9,40.9,NW,28.1,63.6,985.8,6.9,67.8,2.7,6.6,24.5,2.3,16.3,62.5,1004.0,1006.6,Yes
-2.8,46.0,SE,51.7,27.5,983.7,21.8,17.3,9.9,9.7,6.3,8.3,30.2,91.8,981.9,1028.3,No
17.9,48.6,N,56.5,73.3,993.3,24.7,56.9,0.7,0.5,9.7,6.9,10.1,61.6,984.4,1027.4,Yes
4.4,50.3,SSW,51.5,43.2,989.8,15.6,8.8,10.0,3.4,11.6,25.6,97.5,74.9,1029.2,1001.0,No
23.4,29.5,WNW,68.6,97.0,985.5,34.6,98.8,4.4,7.5,32.4,22.3,70.4,28.6,1018.7,990.0,Yes
5.9,19.2,ENE,76.4,29.0,995.7,9.7,58.7,2.0,2.9,25.0,24.8,59.8,74.5,1021.5,1019.5,No
12.4,38.4,N,20.0,85.7,1025.2,32.4,29.0,7.1,11.7,6.5,32.3,58.5,17.2,996.4,1019.7,No
8.8,17.5,NE,43.4,58.7,1005.2,25.7,97.2,3.5,7.9,11.6,44.9,58.2,43.4,1006.2,1028.3,Yes
2.7,34.6,SE,82.5,76.3,1017.9,11.1,91.7,7.1,9.4,2.0,46.4,82.4,67.9,997.5,1004.3,Yes
-1.7,44.7,SW,70.1,52.6,1024.0,24.9,92.1,12.3,2.7,21.4,29.3,21.5,89.0,981.9,992.7,No
8.6,45.8,SW,72.1,58.4,1015.7,5.2,20.5,12.3,1.4,29.3,44.9,76.0,42.2,995.7,998.0,No
14.8,23.4,ESE,69.2,67.1,993.3,7.0,9.1,7.8,0.2,34.4,0.1,66.6,36.2,995.2,1011.4,No
24.1,36.0,S,17.3,26.0,999.9,17.1,24.3,9.8,9.8,29.5,20.1,44.2,59.5,995.1,981.4,No
8.0,48.7,N,83.0,93.8,1018.5,15.3,91.8,13.3,5.4,44.7,14.4,25.1,24.8,1018.1,988.9,Yes
-0.8,36.1,WNW,23.2,77.3,995.3,34.6,84.7,3.3,4.8,7.6,23.9,34.5,25.0,991.1,1025.2,Yes
7.6,40.3,NW,53.3,74.2,1025.3,29.8,44.0,6.9,3.6,39.8,43.1,74.8,84.9,1025.5,1003.2,No
24.3,31.1,SSE,40.5,80.5,1027.9,13.2,7.3,0.2,10.2,18.6,40.3,63.8,93.4,1012.2,998.5,No
6.3,45.3,S,86.4,21.1,996.2,14.4,87.4,6.8,6.3,19.6,33.4,10.9,61.6,1011.4,985.3,Yes
-0.5,49.3,WSW,61.0,45.8,980.9,31.0,36.2,8.5,13.8,40.7,37.1,58.6,51.2,1001.6,1002.0,Yes
20.6,33.4,NE,29.1,40.3,989.1,34.6,13.7,4.9,12.9,35.5,32.9,31.6,24.8,982.4,988.2,No
2.7,44.2,ESE,46.1,69.3,1007.2,9.3,63.4,6.9,2.9,10.4,1.7,69.4,10.7,981.4,1014.7,Yes
23.1,32.1,E,82.8,94.0,1018.0,24.9,56.0,5.6,1.2,23.8,31.8,23.8,38.5,990.2,987.1,Yes
2.1,40.1,SE,71.8,53.3,981.5,19.5,87.7,2.7,10.4,11.8,46.5,71.5,27.5,1012.4,998.3,Yes
1.6,28.7,ESE,79.8,52.4,992.3,25.7,100.0,11.0,2.7,7.9,18.1,77.3,99.2,993.5,1004.5,Yes
23.4,37.7,ESE,87.9,48.0,1000.1,6.7,84.3,10.5,11.5,36.1,8.0,30.3,83.9,986.8,1010.9,Yes
-0.6,34.8,NNE,31.1,75.4,1014.9,28.6,87.7,6.6,13.7,1.5,31.9,74.8,45.2,1009.4,983.4,Yes
11.5,51.8,NE,44.1,36.2,1021.5,13.1,80.7,8.0,9.5,5.3,15.0,85.5,94.1,983.6,1006.7,No
20.1,49.8,ESE,44.7,60.3,982.6,22.6,18.4,1.6,9.7,49.9,9.8,39.6,47.1,1014.6,982.2,Yes
1.3,23.1,S,72.3,36.3,1017.7,22.5,50.0,4.5,4.0,3.1,42.0,33.4,31.4,982.8,988.4,No
10.2,37.4,SSE,20.6,72.6,988.0,22.2,31.8,9.3,11.8,10.2,45.9,14.8,67.0,981.7,1024.6,Yes
18.5,39.3,SSE,14.9,35.2,1003.5,17.4,9.4,12.6,3.8,28.0,17.1,77.7,31.0,983.2,997.7,No
11.4,27.0,ESE,18.4,60.8,1013.4,30.0,23.6,10.4,3.0,1.8,41.3,62.9,77.6,1007.0,1023.9,No
1.4,40.7,SSW,66.9,77.3,981.0,28.5,18.3,3.0,12.5,30.2,2.9,21.2,42.7,1021.1,1000.6,Yes
-3.0,32.3,ESE,72.4,31.8,989.1,29.3,20.2,10.6,9.2,24.8,11.0,72.0,47.6,1019.7,1006.2,No
-1.6,46.8,NNW,70.7,56.0,1014.1,9.3,98.5,12.3,0.6,33.4,16.7,14.7,77.0,1025.5,1004.2,Yes
15.8,49.1,E,51.3,94.1,980.7,9.9,9.1,6.2,8.7,47.8,2.2,12.0,11.4,987.8,1005.6,Yes
0.6,25.5,SE,72.7,47.4,1017.6,17.3,27.3,14.6,3.1,32.4,18.1,73.1,40.0,1025.8,1013.5,No
11.3,41.8,NE,74.6,55.4,1011.2,31.3,84.5,14.6,4.3,16.3,10.7,60.5,74.1,1023.9,999.8,Yes
6.3,43.0,SE,37.0,82.5,1002.9,12.4,88.5,13.0,6.8,23.0,17.0,21.3,70.4,1008.3,994.3,Yes
17.6,47.4,WSW,28.1,77.9,1018.1,8.4,0.5,13.2,9.9,5.2,29.8,21.9,85.5,1027.1,1008.5,No
-1.2,25.9,WNW,90.8,61.6,992.1,8.3,3.0,12.3,10.7,16.0,37.8,15.9,12.0,999.8,998.5,No
-0.3,24.4,N,51.4,79.9,1022.0,33.9,84.4,7.5,5.7,8.5,32.2,47.9,86.8,985.2,1027.0,Yes
6.0,30.6,SSE,62.0,27.1,1001.5,5.3,97.8,12.9,6.8,26.6,37.0,33.5,96.9,1013.7,1002.2,Yes
10.1,37.7,NW,81.0,53.5,1000.3,31.5,75.8,2.9,9.8,6.1,26.1,74.4,78.5,1000.5,1007.4,Yes
14.0,24.3,NNE,21.9,33.9,1028.6,7.1,94.9,14.2,1.8,21.2,18.2,49.0,62.0,986.8,1027.5,No
12.2,41.3,SSE,63.6,89.2,1017.1,18.7,70.2,11.4,12.0,48.6,42.8,96.8,34.2,980.6,988.4,Yes
2.0,12.9,S,32.4,24.2,1009.9,22.3,92.7,6.1,9.5,43.8,12.3,30.9,29.9,990.7,1018.4,No
16.0,29.3,ENE,89.2,41.3,1015.4,28.7,86.6,7.0,3.1,44.1,44.4,32.6,98.6,1008.6,1020.2,No
2.7,46.8,NNW,54.5,78.2,996.2,34.3,23.3,2.1,10.7,25.1,14.1,15.2,19.3,1003.4,998.8,No
8.4,20.4,NNE,26.6,54.9,982.0,19.5,26.0,0.1,6.9,24.4,36.7,44.1,97.1,991.6,1019.7,Yes
9.3,32.3,NW,79.7,79.7,1024.5,27.8,91.9,8.8,0.7,49.2,25.1,43.8,73.2,1018.1,1021.0,Yes
-2.2,37.7,NNW,99.0,69.1,996.3,33.8,9.3,10.9,7.1,47.3,38.4,38.1,95.0,1023.1,1014.3,No
14.1,23.9,N,70.1,95.0,1011.1,29.6,83.9,11.0,13.5,5.0,8.1,76.8,88.5,984.7,1001.0,Yes
14.5,24.4,SSW,29.2,79.9,1027.4,25.3,12.8,8.8,12.4,26.2,39.3,96.8,24.2,989.0,1024.8,No
16.2,45.7,S,41.3,86.1,1005.1,15.7,48.3,11.5,11.1,28.7,8.9,50.2,77.8,1014.3,990.9,Yes
-1.1,45.3,NNE,67.2,83.8,1003.5,29.6,66.5,6.9,5.8,49.6,40.2,19.6,78.9,982.4,1023.6,Yes
11.2,27.9,SE,90.7,31.4,1013.6,17.8,35.7,0.0,10.5,22.0,8.6,39.4,34.1,1025.5,1011.2,No
1.2,21.5,N,29.2,92.9,988.8,7.5,80.6,1.5,7.7,37.2,23.3,84.8,33.7,985.5,981.7,Yes
12.8,28.0,SSE,46.3,31.7,992.0,10.2,15.0,14.6,10.9,48.6,39.5,64.9,46.2,1019.4,993.6,No
8.1,32.7,ENE,46.7,66.9,1019.0,21.6,24.2,9.6,11.7,7.5,7.7,56.3,63.4,996.2,996.5,No
-3.7,31.7,WSW,85.9,30.1,998.9,21.7,71.6,12.2,10.7,36.5,36.8,63.9,98.4,1007.9,1029.4,No
20.8,28.5,WNW,29.7,37.4,1016.5,5.6,33.2,5.2,7.8,11.9,8.8,33.5,34.4,1011.2,1027.5,No
1.5,42.0,W,81.9,78.2,982.4,31.9,78.8,14.7,13.0,13.2,42.4,90.4,40.4,993.0,1016.7,Yes
3.6,23.7,NE,75.4,78.0,1002.6,21.4,74.2,10.4,5.2,35.6,9.5,66.5,23.4,1015.9,980.1,Yes
23.0,38.6,N,46.1,61.1,1018.6,13.9,78.3,0.5,9.0,13.9,43.9,45.1,93.2,985.2,1021.6,No
16.5,39.6,SSE,14.4,29.6,988.9,26.9,2.6,4.3,1.7,37.5,49.1,34.1,59.8,996.3,983.6,No
5.4,25.3,WNW,82.0,24.0,992.8,11.8,50.4,14.1,4.7,34.2,37.6,89.7,88.9,986.1,1004.5,No
1.5,29.5,NW,11.2,31.8,1020.6,28.2,48.2,9.0,10.4,31.8,44.9,14.6,27.9,1008.2,1009.4,No
5.8,21.8,ESE,99.4,97.2,995.7,11.4,12.9,12.5,7.3,15.6,32.5,68.6,86.4,997.5,1002.1,Yes
-1.4,34.5,NNE,97.3,17.4,1023.5,12.0,90.8,14.7,2.4,13.2,28.8,15.5,18.0,1005.9,1024.2,No
3.0,27.0,NE,86.8,90.2,998.2,20.1,59.1,10.8,13.8,26.2,25.7,93.9,51.3,1022.4,1010.1,Yes
-0.1,48.1,WNW,28.7,11.2,1009.4,24.5,68.5,4.1,11.7,30.0,46.7,18.9,44.4,1007.1,1023.4,No
19.2,53.5,S,72.2,27.4,990.2,9.4,43.7,4.9,9.9,17.2,7.5,46.0,23.0,1017.0,980.8,No
-0.8,48.3,WNW,45.8,36.0,980.1,21.1,88.1,11.0,5.3,29.2,21.6,31.8,96.3,1011.3,987.5,Yes
5.3,14.5,NNW,50.6,89.5,997.9,8.4,31.2,13.8,6.6,36.5,47.0,49.2,54.6,1001.8,991.8,Yes
-0.2,45.9,W,51.7,44.3,991.6,5.7,47.7,11.7,13.3,41.5,10.2,25.3,45.0,1025.4,1010.9,No
-0.2,25.5,WNW,41.1,87.6,1016.1,16.4,58.7,12.6,0.7,15.8,39.2,52.7,49.3,1010.1,989.7,Yes
-4.9,42.4,SSW,90.0,29.0,990.9,23.7,86.4,2.5,5.3,48.3,42.1,69.7,13.4,983.6,984.6,Yes
6.6,40.3,NNE,66.0,56.6,1023.5,19.4,18.8,0.8,7.9,27.9,5.2,62.2,92.1,1004.4,990.8,No
1.7,39.2,NE,87.4,78.1,988.3,24.7,48.3,11.0,5.1,2.8,4.0,81.3,87.7,1023.0,1000.8,Yes
12.3,33.7,E,58.0,59.7,1020.1,6.8,28.5,4.3,5.7,22.7,46.0,74.7,56.0,983.8,1013.9,No
15.3,38.3,N,49.0,91.6,1024.4,21.2,17.6,3.0,13.3,28.5,9.5,68.7,64.7,1005.5,1004.5,No
-2.7,31.5,SW,43.1,75.2,1006.1,6.5,11.6,1.5,6.1,10.6,14.1,78.9,70.3,1018.5,1011.2,No
14.0,30.3,ENE,97.5,56.9,991.7,22.1,57.8,12.2,11.3,13.2,20.6,69.4,24.8,992.3,1000.0,Yes
20.1,23.0,NNW,74.5,75.6,1016.1,6.3,83.0,7.2,1.1,16.8,27.4,16.2,14.8,1020.9,996.1,Yes
